UTKUSDT,VANRYUSDT
392.57577,988.3164
29.7297,852.5
12.85821,690.3903
669.0804,3204.7322
365.43162,11891.2558
639.68758,6708.0205
477.24712,5764.5372
1691.19348,5955.4132
89.49492,474.1268
313.4682,1694.8684
1195.13079,5828.9813
290.98924,1500.8553
78.92754,1139.7087
9.299,15.5555
280.08487,16.4815
372.68085,49.148
152.84053,323.5818
282.66566,29.7908
321.26214,12484.3895
3162.38131,25951.5521
309.22816,1835.0955
55.37473,1916.8019
95.77066,3712.9023
50.90922,0.0
1931.64367,2381.1626
203.38155,622.6335
160.75641,3250.2796
66.22021,2293.3844
60.91337,2018.9202
3192.57892,4031.6892
164.23726,1591.6744
81.99655,460.1394
35.45651,909.7817
310.42266,237.1139
2270.16593,2987.0134
312.06649,10991.7964
490.00471,5406.2927
2265.35279,0.0
36.28129,2214.4083
17.09136,14025.2208
135.46646,0.0
1762.02765,4396.524
94.31663,15.4675
88.13452,5605.5242
14.13243,0.0
120.61103,23.1
28.35138,1966.3483
44.05386,2826.472
13.0781,387.2366
30.38652,2832.3196
62.35118,5.148
429.25538,55.1573
563.93628,4774.3542
49.66092,2478.2188
2226.46072,1039.2777
187.13796,4632.0689
57.12011,3476.911
84.61324,4833.4126
36.96036,104.9117
19.06341,2728.2348
609.46196,1051.4932
251.67007,25.0622
1755.86816,479.8352
737.94424,6393.3855
732.39967,23254.0771
570.55592,6636.5991
1942.31995,372.5127
214.27162,10.4076
70.80416,2721.6008
49.9531,1908.6039
57.9748,6830.005
162.96795,3626.1371
21.80002,3212.5444
253.16284,4.9616
0.0,6243.9956
461.71983,5769.3355
120.24932,6174.7801
28.4248,1529.7676
2055.17691,34405.5582
128.01609,7407.0152
90.19888,19437.9202
91.6245,5559.6836
10.31184,17.4148
5.71238,7208.6144
300.8418,0.0
178.70224,1299.7894
40.0635,1766.4374
6.13608,1504.9891
87.67209,2060.3202
2629.48755,2422.5136
166.87595,5923.5956
468.95443,7683.9932
12.48833,4921.3222
33.49778,1732.64
32.23238,3571.4042
220.03041,10.3428
48.2047,0.0
290.05776,3201.219
22.86235,4194.7479
0.0,2699.0964
268.34534,5045.6968
886.47015,3068.9122
196.26865,6913.236
142.15019,299.376
41.76439,527.0999
175.73226,355.4144
0.0,499.6946
128.61566,1302.9081
65.22628,119.2324
42.61644,8359.7453
637.26059,619.1656
31.5987,5642.9738
98.03579,1329.24
1463.26197,6817.9311
65.58594,216.656
34.63505,601.92
222.3098,5631.8378
22.9008,0.0
12.1308,259.688
15.9935,63.008
483.485,1604.106
18.47328,0.0
4.9482,49.9582
1549.06183,0.0
80.46102,401.0704
26.7513,7195.1574
141.96497,4200.4756
136.39276,32.3817
258.26922,1567.3879
75.8027,1544.5765
44.52465,1629.0766
73.34916,5566.391
29.40363,4326.9523
73.99071,1181.5169
651.32969,2006.908
4737.27281,850.2075
272.27871,3957.9396
141.03016,10967.093
67.69965,89.4474
0.0,331.5326
20.00884,5898.997
40.38358,83196.6475
0.0,1296.0
5.02228,14.9904
114.22879,6568.4736
131.52174,2088.0126
30.2421,12245.904
307.82089,4421.5399
25.09055,2618.1095
330.65238,999.9631
232.08763,7059.4658
31.94888,5127.752
58.73884,32818.2377
20.32608,21.9648
8.463,588.8081
283.59992,7991.8887
53.32456,4559.0009
69.60733,1392.7548
6.92023,5331.6155
226.54585,8019.7746
513.05581,495.3228
108.20516,237.0993
118.42445,4531.9721
54.29554,192.4608
0.0,0.0
890.61481,423.3588
316.79224,4921.393
49.13733,472.9025
41.41896,3706.9519
5.6931,5960.263
24.7694,0.0
508.31408,9498.2569
46.4628,2775.7971
128.12926,27396.098
144.98857,121.1792
284.60275,4926.5832
36.3011,126.3144
186.30615,226.9178
18.61608,1803.5451
0.0,4863.7756
1360.30539,42.9512
988.54859,9331.9819
660.07338,3332.9822
715.56411,186.405
345.53589,9255.4058
40.05998,1249.6575
64.60973,631.8109
220.29309,7312.2646
37.92008,419.4267
105.71434,204.1883
836.32547,3390.0446
66.26779,6138.3237
74.04042,129.8952
0.0,8157.8132
69.72282,3372.1269
63.87341,16184.7706
0.0,0.0
0.0,134.6822
0.0,0.0
43.87428,0.0
273.34488,3893.2497
225.3267,8298.9747
59.5129,9904.7193
104.04948,5.1304
140.65369,3451.5597
7263.42964,3434.1857
66.38564,4239.6444
104.91616,8939.8228
5.405,10580.6986
0.0,5604.5771
6798.43998,3392.088
173.56069,4617.6927
122.93156,0.0
23.92452,541.1572
53.99017,11121.9131
118.42622,3075.7595
48.08075,4356.5159
14.75138,8197.3647
12.48093,2070.5306
607.16757,6210.6125
1007.74727,3034.2589
62.12587,35.9973
23.62662,3813.6135
347.33983,0.0
97.25189,0.0
487.66205,4873.6073
55.31953,11.7472
102.34782,668.6417
91.58166,1937.1314
806.45718,296.7941
156.45611,2217.7111
21.30752,2525.54
143.76856,7974.7684
236.84552,17384.9721
69.83204,4926.5022
130.0948,526.7367
59.1066,4051.1544
76.67717,79.7788
70.56078,3713.3376
81.1885,11.7177
208.50479,1515.9574
56.77867,17977.4366
736.47485,3967.2642
1402.58041,3712.064
398.53998,20879.2278
341.17546,72.7184
1462.50424,6732.4648
56.66691,1620.0524
180.71443,5179.0971
5.71128,10382.5281
146.99501,5016.232
88.41898,5516.9579
3794.3585,8992.7722
13.4709,2457.4114
985.00723,1098.4519
36.07758,1391.2807
93.56835,1549.4066
85.72026,3732.1497
95.03809,681.0292
73.28658,4585.3981
357.56685,8864.9855
655.25467,19098.4147
86.10453,406.0855
122.53009,0.0
122.44631,5125.4482
156.89393,1523.1365
109.81296,6233.0114
176.88497,32.5586
160.75257,5008.1967
3782.88873,8441.9982
2734.50338,6917.4344
1896.54351,4025.7908
1424.8513,11409.8392
153.03166,15123.5116
503.25934,12111.547
358.15334,15.6293
152.37187,9775.7845
2437.65572,9525.2159
289.34042,7683.2966
267.30907,1330.4676
386.81142,5445.7417
1688.85494,4889.3592
293.17577,9291.0739
80.62524,5695.5179
152.06877,12064.6859
451.71171,9712.9812
389.71796,10392.574
26.22324,465.0092
569.771,0.0
144.47195,5333.5242
902.50267,76.1633
2922.32358,13427.2371
119.99644,7199.4432
412.17632,8809.5004
0.0,223.5218
510.62861,2688.7435
0.0,15797.9988
97.97044,448.5189
213.4866,2826.1321
30.88254,819.6192
425.18229,15468.8829
84.25014,2020.9031
34.05006,19814.9214
833.54992,1850.6956
658.24146,12420.5412
108.23149,4941.3969
829.03413,28232.6006
400.61723,8587.6102
5.98304,8094.8774
82.6495,1673.052
221.00399,14656.5149
85.42012,14269.0418
75.31554,6504.4686
0.0,2996.8296
41.25479,1886.016
85.52608,1529.1048
275.8794,730.8467
64.87522,1204.467
344.11888,8682.5648
87.33357,4538.9721
269.69121,1335.4976
329.43608,59802.1715
41.72476,5128.3079
102.57512,599.4792
1120.63531,10595.6448
214.6245,2188.5893
108.35667,631.188
5.55568,4585.3765
0.0,943.1078
373.17863,827.7412
168.14502,1543.7083
18.3162,4825.3189
57.78636,143.3247
1059.38093,6517.9746
2284.55071,21228.6238
3198.75428,12002.5479
2419.63482,5466.7448
411.29719,7974.2289
0.0,7741.8331
422.37327,8162.7385
120.08599,8442.2508
275.35429,8969.7569
100.38582,5816.8425
70.62788,5098.5441
143.09915,10811.1546
847.28216,6608.889
526.16983,5684.2012
50.89424,45.76
118.51187,12083.8924
1478.84974,5547.8425
94.51734,1033.7489
54.27752,280.8897
55.95721,544.654
67.24829,0.0
525.70284,4377.8883
152.01227,682.5671
71.64393,2106.2871
105.34445,1361.8386
0.0,70.5147
0.0,2221.5527
29.2985,565.6386
21.15653,2533.8324
157.14639,62.7527
695.60269,12049.0839
1352.88629,530.2155
236.89442,6033.2064
413.06126,7632.8096
60.05575,3788.0785
0.0,0.0
531.84512,4348.9104
114.88559,18260.0208
297.89816,777.8333
454.09873,85.6101
42.29159,270.95
3597.02183,3624.8311
96.4367,8.1732
23.67729,65.6533
29.98692,10299.6174
43.09828,4096.0595
43.6643,238.2015
97.33017,45.1263
1553.88923,2734.1483
138.37362,10.2655
42.24316,4820.7074
2928.97418,8753.2617
126.19917,3772.2331
41.76385,1658.0249
364.10053,279.0816
24.16954,2209.8898
51.78402,893.3227
42.5662,286.3122
36.98022,0.0
1148.20645,4308.5734
114.08079,5313.8238
1803.9296,4991.4097
128.03846,1668.3479
306.93776,756.3126
525.90872,3034.4399
170.12179,519.876
6.02336,910.6965
209.35313,9.8648
0.0,74.4563
283.20514,59.5818
100.82098,5722.1805
0.0,10154.3965
56.65558,969.2643
0.0,4160.9825
46.05615,641.535
38.94715,2218.2554
0.0,11540.5353
300.71467,444.8158
408.86213,2988.6368
144.33676,304.1725
492.61888,279.5019
45.49536,514.3211
86.56633,315.9605
8.99554,5926.6145
4152.34241,2305.2726
5.71764,304.9618
0.0,459.4373
6.14802,361.0917
9.9176,256.8521
6.9531,492.4198
840.38923,234.918
161.35969,4335.5124
153.17007,6860.992
6.41767,2369.7284
71.34449,765.4617
0.0,1131.1495
138.42475,442.9422
164.48796,1854.9137
168.64168,27.6888
0.0,2455.9754
52.49533,1024.2298
0.0,708.8155
0.0,16.5406
768.86382,31.5097
0.0,15.2029
7.42026,1264.5305
97.95283,7401.0163
22.57002,3398.2042
50.69507,241.1172
0.0,4478.3782
783.52603,29.4608
1714.27486,48.1632
1490.79565,1468.301
1141.25734,1412.4202
192.22523,99.732
17.16858,99.7736
748.68106,2767.5603
5.649,4938.7836
8.8232,9455.1249
0.0,532.3928
61.81792,6259.0112
513.98313,1967.7451
11263.44157,1704.4097
2130.39316,2850.2382
128.84278,55.8242
6852.01849,959.5421
0.0,3616.3562
740.27824,1469.525
0.0,2894.8724
170.41053,1908.6138
243.06969,446.5946
181.73126,33.8898
134.24114,7070.7861
258.98543,2040.2888
75.79767,2796.1189
1788.57307,140.7495
888.12478,4663.8342
127.00248,98.9202
597.95377,5780.9614
575.14838,4712.6838
0.0,3433.5893
0.0,52.9321
0.0,88.5168
34.81785,2547.9787
5.28808,52.7842
65.87115,18.9987
159.92833,580.2318
1492.48044,0.0
518.11357,0.0
47.13306,90.304
43.69518,15.421
906.68645,1784.3139
269.27201,1514.6727
14.58794,3647.5498
17.44523,1511.8686
14.90676,1127.9727
5.02758,2485.6636
198.60967,5911.2842
31.17305,69.9476
210.10279,3495.0282
68.41532,3439.4511
11.8116,611.849
57.96471,0.0
0.0,0.0
966.04709,11523.6293
108.51252,2071.0656
103.61649,7989.3058
2830.11713,6359.6777
20776.16574,330.579
13635.24123,1752.9509
280.07619,0.0
394.95516,76.372
280.14995,792.0598
85.27349,0.0
7.38162,0.0
10.708,12.3129
0.0,0.0
0.0,231.8358
10.81508,7809.2606
104.55477,130.1
5178.28806,15.13
389.06388,7879.6967
892.92244,3538.4721
1330.45742,5812.1904
97.41725,1448.6134
0.0,10.608
26.725,3324.6218
72.21143,1081.9202
24.17053,8.8395
1410.2085,2528.6737
0.0,51.2826
50.66846,114.2982
54.93811,4161.9777
0.0,0.0
10.39452,6175.2288
0.0,892.266
576.13258,0.0
205.34094,226.4038
6.5928,41.7414
6.164,0.0
0.0,146.9187
31.29751,0.0
33.32796,0.0
160.68737,1279.1168
169.95577,136.9355
0.0,46.3582
122.52109,1467.7273
45.25994,21.9342
550.12432,4106.0914
0.0,103.1917
766.59058,3722.2977
594.66671,1985.3184
344.55097,0.0
977.46948,82.6176
41.56004,15.272
112.91795,3499.7664
10.698,267.1968
750.93538,7003.8028
576.12047,8970.0737
94.74729,0.0
874.51029,116.5335
72.29012,5.796
14.4443,3695.477
245.43336,4118.9618
39.63966,1708.5201
262.48585,11.1366
106.11187,9195.8508
35.24841,44.8776
321.49795,4135.9885
10.9101,5593.5247
2169.7143,417.0417
1114.18251,461.9756
51.51696,4349.2368
37.67368,17.5924
15228.03457,25488.9211
3576.99361,9145.501
20978.86942,7653.2344
13232.53427,6152.8134
334.84634,12912.2792
1083.41513,5463.8291
2337.14557,3129.5456
22392.15423,6426.7142
560.55812,2359.4232
152.95664,1825.1472
194.80236,17321.6809
126.68991,1925.0416
498.05797,4895.9184
157.98691,10265.2714
207.93482,3749.1669
449.22813,110.0619
77.20956,1001.4819
20.83472,597.2052
130.24008,7325.7963
33.2212,23.6675
34.68291,136.612
0.0,106.313
91.91145,4665.899
131.6328,2411.522
298.04286,166.5025
2476.50552,256.742
362.59732,3280.246
76.69294,6.847
1197.89644,7028.5423
119.1734,3617.4912
78.74734,2402.7936
20.65056,20.6286
140.1288,10.9612
0.0,416.4029
121.15277,785.2391
4629.57516,9366.3527
14636.99875,58.4828
566.90672,1292.7541
1868.29396,105.0015
75.89763,221.952
186.79735,7120.5514
0.0,1056.2822
113.79309,34546.8341
0.0,6283.2605
1808.19706,10787.2527
119.52077,1588.4674
176.14727,2287.2613
55.77004,3125.2998
93.09911,6001.3398
603.28903,16.0701
72.27305,11.9854
10.78344,1843.2647
92.51172,3535.3359
84.38787,354.6519
15.65248,364.3515
6.50178,136.7808
0.0,255.9297
563.5833,450.9903
356.95397,0.0
39.32985,2319.4414
588.74815,77.243
608.27408,2637.223
357.79299,1764.6927
230.286,4605.8114
50.41249,2571.971
9.22955,14.027
45.28016,0.0
2271.69726,2645.732
599.30408,1392.7705
14892.68858,3606.139
333.6602,4446.035
0.0,5095.9168
28.7772,3950.2528
3179.81,3072.6198
360.17812,334.5888
7295.59445,21.1235
475.32585,1460.4096
80.3934,1182.7296
6.21738,10.458
25.42004,433.758
107.85636,0.0
0.0,0.0
7.81893,10.79
1179.77393,5498.0188
150.95037,55.6416
33.03769,0.0
522.67878,4596.3936
0.0,410.3982
70.27778,2952.9191
0.0,5272.704
86.09714,3102.5574
62.72874,25411.1402
0.0,26783.616
0.0,0.0
25.5507,36.0549
0.0,50.9039
82.1257,4176.5831
176.59888,0.0
141.29643,553.74
213.22598,297.2865
130.74433,15.6023
0.0,18.3627
6.28082,0.0
552.15415,4612.021
1273.79135,4945.3233
349.15127,7204.6724
39.19826,483.267
1091.76747,0.0
1311.63513,180.9661
0.0,1211.7709
13.48864,14327.9101
0.0,16.181
57.24808,1969.0821
839.15438,2682.6078
69.73454,9.6696
558.60746,6771.5405
230.81089,15.7338
5018.54055,5939.4057
4248.76488,28.1392
10.476,4136.9189
690.07898,1512.7656
1122.49196,1096.42
101.50462,16.4302
1641.07919,5441.1959
327.07654,5068.4839
104.77782,277.9275
27.28894,130.2448
135.47053,5947.9034
472.05327,1960.0883
236.03331,1761.7566
847.87422,10150.914
8324.39474,5006.8429
45.85856,9417.5591
1193.01247,1423.577
23431.33352,1479.5692
620.59842,5127.7107
99.96755,148.0298
143.70156,1219.9184
583.21592,1560.7847
1015.00085,0.0
696.54857,55.0947
212.49099,20.6526
6.9903,6486.5773
286.24083,1165.9065
1391.13196,13021.8802
217.79438,4799.3379
81.5274,1416.0639
81.95342,5660.952
1482.55153,5743.0233
14.97566,3247.6029
1090.71159,20.3873
199.53175,0.0
1112.68271,28031.5501
2012.72133,7697.678
185.48099,0.0
7.94504,35.5296
79.32542,38.037
570.59841,3219.1992
86.39345,2738.6105
1055.78119,9908.4869
27.4858,614.0019
517.41738,3367.7296
85.80673,3085.874
2483.12932,4700.3768
1081.30963,319.8469
2636.1131,3577.447
19.84323,2779.3776
39.41702,7639.2364
1343.87716,1709.8731
318.54152,68.608
267.28739,76.9194
101.59443,1312.0866
483.6731,2604.5804
152.34625,122.4944
148.89283,105.0728
1014.73868,4226.957
10.18808,650.6709
261.17135,0.0
179.66433,627.1056
71.38902,1744.3243
111.3807,5.2096
96.70038,2909.4903
280.5447,6188.9477
2203.00529,7966.5998
160.69337,4217.6161
167.78249,1851.974
36.28799,0.0
0.0,3436.3583
96.7911,2347.9357
2768.12797,1991.1593
5.7541,3616.4089
0.0,78.2538
77.32247,0.0
236.60478,1452.1239
25.25016,2014.2689
341.13718,13891.3206
14.17872,4998.0515
35.22624,29.013
550.91735,0.0
1550.57733,0.0
1481.53799,4794.1994
5.5332,22.3609
0.0,16.0596
31.90929,395.9861
390.38723,5257.8177
220.11307,540.3264
86.43689,8053.8615
8.22994,196.3408
14.02917,4614.7339
46.80052,6064.0896
0.0,17218.082
20.09365,5855.8701
12.35865,0.0
19.3241,130.38
36.67044,0.0
23.16522,410.0
162.4975,0.0
280.94364,11882.534
1476.29821,1111.1891
109.32531,6622.2954
720.39451,13505.7224
55.86461,0.0
76.93145,5979.6888
95.99038,10668.7773
108.43095,8306.9212
34.30082,3114.9849
0.0,6546.0584
31.78084,9237.1632
32.90566,1696.414
5.2823,9317.1752
0.0,6767.5311
10.66716,3347.855
199.89934,5150.6428
78.26391,3519.1632
24.21484,12006.2083
203.51563,4296.0768
6.0099,3052.9842
4762.19817,19839.9011
337.73936,25852.3437
1024.78835,12084.0086
17.21016,9134.3188
1928.60222,1916.8599
5.0256,12690.279
146.09017,26.855
0.0,4848.335
88.18322,118.613
180.36781,8078.3034
1620.37376,422.202
4.99605,8601.8095
327.42018,5897.645
0.0,1706.789
0.0,5686.5265
3763.45894,11249.2595
556.1832,6349.1235
168.35151,7890.9342
227.42137,16820.0243
403.91964,9501.9322
389.46177,6475.4352
103.48673,5999.4541
6.93924,5399.6652
199.37955,3494.7453
5.73122,3129.161
969.48649,64.8431
588.69877,7286.5076
111.75619,9022.8403
21.0329,7228.6151
108.54206,14359.8328
0.0,6921.9028
49.38908,12061.8062
0.0,777.7661
19.646,2014.7589
0.0,7623.8846
0.0,0.0
80.04901,6926.3058
15.76036,3718.6919
112.45905,4896.3073
30.9746,7066.1926
1137.14178,16916.7415
26806.8613,9007.4752
1370.73807,4076.3824
37607.70755,6776.4453
2217.64349,8648.5332
4538.08484,5242.9825
1360.73011,4823.9014
900.92004,3741.9983
2631.10645,6709.5216
230.83201,4172.0563
439.09072,4960.6105
165.52054,1075.7417
344.32077,250.1015
637.90555,2853.7066
682.23343,255.1287
321.52969,7454.0131
1237.8101,1989.6497
4377.12577,2893.477
10.15535,108.3469
24.9228,3466.3851
401.82853,1071.9637
426.29389,13.0471
206.09112,5186.7382
815.65158,187.8525
72.77402,2127.6053
24.27048,361.5969
