UTKUSDT,VANRYUSDT
31.6773,99.726
53.37093,3507.03
206.80868,34.9226
61.02167,547.7716
26.7182,73.7812
2499.06986,15991.7691
3209.28123,2109.4648
1474.35392,8385.4973
1397.5888,0.0
1030.83663,297.9339
1633.23488,2069.1942
40.61008,1292.3527
19.51562,1033.8113
219.77159,2885.3674
323.25651,3755.7345
4681.43592,1414.4485
605.49299,4996.0833
237.50059,4830.3546
28.7999,152.6602
48.80662,32.88
426.49131,414.8602
219.34748,1093.0979
13.16482,409.7903
0.0,435.4778
65.19177,7263.5993
39.77263,16686.961
11.64455,8899.8598
96.17618,12099.1572
23.45734,9409.1944
5.42745,13286.1386
113.17329,7329.1885
259.52585,3502.1092
84.85617,1554.5257
1660.95037,4858.872
705.4227,4183.5801
97.15625,31235.6848
51.52928,12896.0171
186.70441,604.7349
0.0,13600.8176
37.02316,5983.3009
34.43464,4978.3791
38.68536,1294.9807
341.84447,2631.5433
101.94372,404.1251
894.88174,9975.43
91.72613,4050.5857
1025.63601,9020.8574
496.69804,2577.9651
119.15294,45.7468
36.76796,32382.924
73.14381,20.1919
34.95653,4790.6136
5.6595,1043.2427
63.13144,1453.704
6.02082,4220.8325
177.98467,9916.1049
0.0,2847.4448
732.64343,6520.0402
87.75066,25491.5871
420.56388,3841.0298
593.9301,129.6778
86.98653,1501.0847
0.0,3255.7975
106.6729,6201.7185
83.15281,8598.3715
7430.46032,10858.651
254.20727,9003.3123
633.93758,3996.7604
109.29553,9677.0818
79.82009,8464.607
133.39346,2414.18
2845.45669,5588.0368
209.45368,2812.0569
698.19731,474.4507
616.7207,6535.9376
4323.51419,17093.2
160.34906,47518.191
40.17964,5973.1226
22.08601,40.047
13.14298,1821.5049
456.63819,12745.8389
2811.87394,18852.7423
41.33044,10259.9771
297.82516,4205.596
162.1351,10249.7517
3823.98518,6667.2134
491.55889,3195.666
618.55566,12825.8596
174.67028,5442.1741
17393.58345,4087.4979
232.11434,9781.9154
96.58632,15482.7825
420.73908,14637.5738
918.57615,7430.6508
225.10041,35005.9382
606.11086,40072.8704
320.84696,5794.8815
174.33181,37035.3034
8947.68424,12590.7796
181.74952,15133.3585
3496.72822,15358.8647
820.89803,8360.4204
2579.17962,8403.9413
1391.91896,16885.1773
1554.494,6139.6312
4286.41913,5773.1401
2029.90198,2972.7095
1237.74428,3084.1269
240.1572,2675.7956
621.96758,8132.9145
557.0967,6794.8323
760.7808,6306.9618
578.83236,3275.5747
42.25152,338.0515
3727.15483,7483.482
1199.25872,3963.0179
19.03286,4456.3111
276.01289,1968.6419
36.65357,5433.8718
18.14988,523.0393
134.3395,15438.3151
182.45769,13188.6335
175.55879,8397.9255
0.0,1056.864
346.31181,6087.5521
119.88267,1655.8683
93.70889,2234.1041
170.75213,5573.9366
59.56256,216.2062
12.675,807.1015
3707.29304,1131.7786
593.91761,8046.0953
242.955,6548.2893
142.76117,183.1382
494.53937,15530.1089
7.05147,6306.0278
4065.22735,2095.7473
228.23022,2690.4702
179.68145,269.9226
22.8486,2399.5299
127.01934,20218.6631
1661.86149,11419.7388
368.89401,16930.703
150.65392,1028.7655
702.45872,3736.2497
4696.33474,1727.3409
280.5017,6341.683
0.0,4736.419
129.32527,6040.3576
219.10018,0.0
320.05527,72.4243
286.19745,3817.0636
311.35124,52.4796
1029.56429,15.5797
337.07355,9614.3515
311.44532,4549.8155
586.61406,10962.4293
321.62838,8047.3543
8.49072,5728.9051
1390.36396,16923.1715
1743.34592,10044.3243
75.32882,4015.1053
424.89106,9502.4802
288.40792,1874.6888
452.59033,2536.7934
103.79446,2919.1816
6.79364,1662.8704
124.82522,460.2395
599.40997,5312.3771
56.2933,10786.016
118.21103,3233.4481
11803.93935,18593.5404
36.19901,6969.9103
41.51695,5224.9873
2721.18619,0.0
89.83047,2889.433
17.41672,5589.4765
1075.57752,3550.0563
63.95545,3755.3705
388.94605,13126.5765
554.63367,4562.2735
5.66433,4344.9459
0.0,3929.7295
111.26901,612.3195
14.57869,6639.0435
270.97757,0.0
238.31742,3584.5335
306.28395,13090.7663
19.8992,3550.7565
8.19007,5671.6221
294.56752,1072.5488
0.0,6012.1186
1353.43784,904.5837
17.71524,0.0
385.93688,3216.2411
70.27366,10383.4742
525.88901,1750.4784
62.3564,399.96
76.0898,19549.5971
412.60467,47.7606
560.66197,5296.501
29.5104,8391.0608
128.76969,0.0
311.12299,8797.1682
50.60155,2852.9449
927.15609,1705.9665
628.76461,356.5211
428.63855,20.9145
50.71,2293.2799
1539.51036,1684.8367
127.36714,8073.7479
1167.31539,4057.1511
553.33204,3610.2954
1435.90392,125.3073
1706.84086,4065.955
405.00814,2014.2762
5260.61784,5124.0112
784.20516,0.0
0.0,0.0
139.09908,4715.0461
434.26014,8430.9488
2764.42874,554.5853
490.73009,120.5776
0.0,3399.3635
0.0,11108.7312
137.80342,180.5221
792.86707,5163.3988
199.00884,1241.0622
505.90825,1721.7919
5363.81524,9364.5739
230.67612,8406.0779
433.04426,37.1233
311.56056,5497.9859
0.0,5796.4644
5826.15472,1041.4784
4937.56083,6678.5895
23.14594,2082.5592
58.07232,0.0
109.45673,29.4435
226.45131,66.1245
175.85665,8455.6973
16.32004,11.7091
90.24111,6024.3927
20.90262,411.2245
51.85426,1992.4354
34.12715,4199.25
82.81364,780.3194
6456.53741,4489.5142
39.585,2176.389
5.54047,1928.7998
40.58125,2889.3648
0.0,0.0
40.7085,86.0625
10.12114,208.0623
389.92002,7835.3594
0.0,4322.2633
38.65732,16.2674
81.92444,20.1338
6.98015,10.3936
401.6727,1639.7885
972.84811,14431.8003
143.09618,1008.3696
9.03706,1881.2695
46.06104,0.0
30.50986,0.0
404.63872,0.0
27.8685,4447.4823
49.96062,286.0724
103.66554,5127.4721
38.23062,0.0
305.0843,2824.2703
348.73795,205.7775
552.84183,15.4752
1460.79152,203.0091
98.01963,854.459
358.41628,23.6964
727.85803,1374.7409
137.34499,530.7656
534.09166,11.2962
4.99257,0.0
291.90652,8785.5765
23.51599,5336.643
449.46313,1467.9694
99.58063,0.0
115.69748,46.386
158.96062,2521.143
70.8443,3313.2308
269.98506,5.1328
9.9792,12.3689
5040.16779,0.0
463.23198,10247.9056
162.54189,0.0
667.72349,17019.4378
420.31201,1555.6871
418.16513,25.3359
326.55118,1492.5729
557.20876,6500.5058
224.24337,3353.805
6.565,33398.7681
69.42751,288.0192
4485.28886,4206.4044
1051.56076,6573.3441
56.01545,12805.3658
1049.30612,3421.5744
1168.68897,6406.0488
256.85083,4181.9697
1607.41062,1845.6183
489.46804,4638.288
268.96013,0.0
66.17035,4006.7493
22.77628,69.4361
7.35694,261.8301
8.9712,0.0
229.58975,13317.6811
735.08419,216.1538
181.41747,675.5254
11.36458,1695.6316
189.52828,0.0
2241.08023,0.0
136.25361,405.0919
435.91829,187.7183
617.03048,0.0
351.69369,3503.4599
10.13241,5678.1047
30.87717,2167.3482
182.45277,1544.995
21.5017,3528.1423
43.05848,0.0
0.0,97.6656
0.0,886.8271
364.53187,2116.5223
605.21312,3190.9521
148.34401,2181.3455
640.03576,34391.0227
278.02585,4383.4424
163.35014,2997.0075
175.13792,78.1811
98.05056,3280.8756
197.23326,6110.1846
56.51289,1266.7607
67.02765,245.3578
9410.37089,3187.8713
176.73167,5391.2475
98.30106,748.6769
27.92764,490.4467
206.22416,10.1246
17.50915,15211.0909
387.31961,6070.8033
1157.70327,6608.2903
922.36293,3920.4812
405.11693,944.0005
9265.08083,982.38
76.66773,0.0
1407.63414,2726.0938
1106.95705,4073.2734
627.95224,6586.7202
81.66446,497.8118
157.5756,331.4553
127.08876,5732.6919
23.59168,11.144
1006.2387,1743.2937
14.95098,0.0
372.39565,6390.5352
10.74922,6036.5842
216.89979,2811.568
112.32832,2123.8802
521.54514,12361.8271
65.76404,5795.6181
433.12098,7973.4805
33.37068,7848.7033
360.93367,10723.4981
151.43477,3315.0802
726.05869,6812.9129
2071.0465,4915.0545
145.5649,3355.9563
171.55492,12152.1922
897.44175,14722.4081
520.42822,3733.3193
23831.92578,60194.5237
937.43486,21562.5225
847.21224,8248.8615
583.41785,5275.4865
3120.0539,2268.867
457.9431,3678.1436
3635.23301,3248.7398
830.90388,1185.3169
198.8401,13940.2079
84.35773,10054.7199
1625.66583,11469.4384
60.70948,865.3237
102.66646,7973.7805
38.34247,261.6025
461.42104,17793.388
3415.16853,518.8659
915.63936,14447.7473
1366.75023,7638.5177
246.74671,20136.6978
193.03128,6775.7672
10173.27046,9332.2723
4156.73781,13935.2364
2903.33434,7274.2289
259.99921,7845.9571
202.30006,891.4674
5.24382,1251.8665
65.30983,39316.9061
62.24844,5357.2704
700.4132,15628.993
356.94633,2011.1784
1428.68993,1585.3309
420.07583,2385.8139
223.54461,3024.7667
242.98489,10376.8636
6.82962,7701.6632
323.63195,12452.4683
221.64563,1684.6013
999.98805,1107.571
65.4136,3955.7422
346.89893,126.4082
382.16896,2713.7577
1644.1845,15.3531
492.32169,4306.9823
358.94168,5140.9196
114.14614,5104.8589
85.72533,64.7062
464.65108,110.9593
175.10968,4765.5085
1653.83652,5128.2077
871.7525,636.9803
1862.05004,10298.8433
52.13403,17376.5328
222.97702,7498.7143
566.84944,3682.7657
0.0,8014.6251
5.54512,4280.827
30.44865,34.7246
43.32125,5861.5721
563.42998,143.4183
45.91885,12518.9063
28.10861,0.0
310.30346,8068.4544
661.78542,5776.9414
58.39481,1344.6049
108.92513,2922.9032
17.8695,2373.2416
8111.97336,3742.5725
58.71696,0.0
230.45735,11407.2478
358.772,34136.7678
205.40565,21705.2161
49.63538,4601.8755
987.46031,6053.6318
104.41446,3936.1781
12.51458,5722.5456
95.70292,5384.2253
267.81997,15090.5706
258.89933,2804.6586
123.24899,5464.4595
98.54304,4899.2366
135.06072,8068.6055
1817.33259,7421.6996
316.09368,6946.7394
981.15662,2264.0833
95.33074,2242.7226
242.90366,2684.8436
0.0,6239.4777
10.41144,10027.6865
203.35894,9612.591
346.47273,9240.45
257.07342,538.0478
46.10254,12447.7139
317.74329,5325.5695
948.65417,1110.7857
26184.37391,51.649
1226.42074,1273.7476
348.50449,1158.9889
437.72771,198.1426
102.55164,316.5927
50.71735,3834.8588
1922.58925,1779.3121
41.7317,348.4661
0.0,6658.7602
588.63105,210.2121
1239.04758,727.4166
655.1391,1851.1295
649.02666,9641.1254
544.63017,10436.6722
157.1979,3644.4456
134.58626,951.0415
271.16695,2083.0029
269.00544,11.205
2947.62567,0.0
188.22286,8109.1597
113.97913,13.8294
257.34179,2867.0528
912.99508,4672.9154
61.98749,1011.989
1189.57072,12.9825
685.14999,1340.4982
773.94031,0.0
5251.7289,9425.4952
118.31273,3372.0424
131.26193,9502.2395
3320.58474,9387.1415
120.17408,8322.984
134.85577,7928.325
68.21331,3889.6235
1289.88626,1036.3702
77.03717,2222.5972
83.51404,12597.8827
6.40068,0.0
1230.91731,1157.1156
1217.30823,899.3025
1117.6715,8331.777
53.59748,720.3872
3017.94662,8630.8897
4084.20292,70120.0614
13254.58093,86243.9499
13432.72006,149728.3303
1416.04213,35111.8589
4115.6434,38753.468
1476.23294,12783.6711
953.4149,34127.8471
1843.07779,25148.1775
1242.652,53649.634
8108.45361,141667.9247
16463.76354,62745.2362
551.91321,36042.0853
305.59745,13040.1364
905.08226,31485.2604
3215.60992,35894.4906
20144.00521,24373.9341
3083.92144,18167.509
1807.28471,34774.9073
423.05476,14980.857
4983.25017,25151.6668
730.61218,27803.756
147.11841,14736.1119
1062.19655,697.4731
180.77038,3869.9663
196.85852,510.6102
279.83736,3210.1626
877.29601,6384.0282
322.92129,1426.5385
632.41711,53.3026
244.3762,3023.2553
485.70921,12655.7274
178.63672,2144.1875
6.11847,6415.6447
1199.67392,8133.65
807.72337,4954.746
4041.97459,1165.4335
352.64071,4492.527
287.05092,14872.7659
100.97847,3566.2933
331.17205,584.8024
352.59074,5146.6307
528.17079,5237.0908
318.35727,858.4002
638.3571,1368.4018
496.36702,4472.294
25.98062,382.0875
223.70024,4047.9507
116.24445,7978.2768
25.894,5114.9846
994.373,19663.9693
63.68832,99.9702
97.89392,2593.8183
432.13095,6486.2762
2538.94584,34930.9292
614.21206,9064.6715
5854.27024,3728.626
1036.41417,7284.1144
16629.23267,72571.1097
3538.25208,45237.7826
6312.53193,34033.061
986.64292,15302.0193
473.19675,6841.6266
413.5788,21015.4778
4918.96142,36880.4038
3708.38428,4229.5783
1687.23742,4493.6625
743.5707,4372.5825
625.80794,4539.469
9644.8036,132.0125
2240.42969,3758.8763
140.67623,848.2042
118.3852,99.4858
1300.24906,4594.2447
2348.70528,164.8288
2270.83305,17604.4562
2222.45902,3286.5267
3329.74987,4199.2865
1945.11061,452.1053
19.158,7149.1131
7119.33634,10288.4549
49.91519,1817.8291
187.2918,100.6815
574.73246,10628.9499
232.94584,99.999
610.1964,14724.466
906.57121,5589.9229
1702.92175,19912.5998
1819.11158,16762.1181
4172.54138,19625.3189
60.96568,4530.1761
1014.98783,2219.5184
129.29173,8170.5373
2373.19096,1292.0508
175.39369,3904.5316
151.1073,6232.1428
721.1204,3170.15
320.82364,1312.5968
1326.65992,1053.4775
107.40489,16760.0469
452.54925,3835.48
1331.09227,2987.3444
75.94644,2343.0865
1041.32929,1951.8142
1439.99362,1989.1055
61.86717,215.2303
1348.55985,3670.2589
323.60249,3654.1994
194.08875,11671.5984
379.89974,4634.843
2500.28056,7872.1208
141.31333,5412.921
1269.17626,4793.0153
2443.54992,5036.1065
20.48154,20.8823
7184.09478,226.9895
2903.74027,2383.226
940.88187,378.2244
661.15338,13006.3171
846.06575,4375.4107
1367.83069,5069.5204
963.63072,1061.5328
1119.18301,7667.852
221.79766,5695.6615
1079.68111,5112.4967
533.11679,6148.4611
508.16736,39126.3397
667.76797,14089.3827
6047.31224,11108.9414
545.39446,2672.5075
955.64478,1285.9162
11130.60964,6520.6646
3636.36546,6976.9883
3164.22226,17236.2187
6186.27593,7744.3871
5293.96602,1080.3197
3406.85673,3991.6697
1786.56985,13915.486
578.94805,7267.3166
1174.05337,9566.0089
4346.45777,4134.8109
3092.38794,3762.0631
187.33439,10458.7561
2395.63042,2270.4069
2664.19385,2415.2774
1071.30154,9278.6477
150.17434,3367.9561
6057.39773,8693.8437
1332.24698,2693.3398
175.32522,6168.0445
3632.95911,6546.6325
590.45776,4464.7026
391.68153,22311.8112
1681.04252,3899.0572
58.36682,6897.206
71.85015,5935.7014
1204.04237,2737.9739
824.10531,4080.1826
595.40573,3536.1386
93.55929,4405.5793
5762.11955,16124.2982
2747.62453,13090.1618
2417.89786,8334.1954
4616.44633,5157.4919
2074.27521,21245.1233
1073.77381,5869.054
1923.2649,12396.2767
1908.90444,13161.338
439.31729,8288.2796
141.1853,10311.8313
271.15831,28874.1002
355.16209,7225.3209
539.71087,554.901
308.27158,1617.6243
3504.44833,1560.2909
197.51185,2604.3884
233.79441,497.0992
732.66723,14904.9137
172.071,2914.3223
845.40641,2546.5348
463.75739,3035.357
1705.02073,4381.4574
494.88936,464.6317
147.86903,1069.4477
219.6948,2546.1325
1257.99742,15150.3611
541.87045,3950.6344
609.18314,5219.8503
529.99191,2781.7289
158.78946,2100.6835
666.14245,6211.2347
4503.0601,3566.2485
2039.46325,4160.2059
133.69916,1583.6846
106.20664,10990.0161
143.57294,15704.3719
137.29963,662.1412
918.06866,2753.2608
502.98944,5451.0321
117.24928,998.8781
330.11658,1223.7933
310.64509,5736.1763
108.96359,1548.8847
183.86113,4646.5492
518.55284,2387.7751
1100.42363,5262.1685
478.64565,3771.158
14.75637,6073.0008
559.27598,1117.0705
0.0,945.6995
200.32561,2476.9201
161.51451,5139.9858
1597.90087,11343.4746
552.64949,9109.5803
84.56964,3913.321
330.0146,8722.435
281.7074,6768.6081
200.08393,1342.3627
50.88448,17457.9728
289.88399,5776.029
1153.66131,456.4379
312.61699,4.9912
171.73721,3546.349
1027.82697,4026.5939
47.21119,89.1072
341.40897,8873.6116
136.04783,1518.2045
576.01013,1661.4266
71.76019,1874.3678
42.50515,1322.4699
233.1093,608.6279
562.67873,4018.9008
143.84917,1292.6959
151.62562,4475.3878
152.84874,2819.4823
534.33952,839.8087
118.47632,4790.7027
127.60017,422.4151
24.18174,7907.8995
2894.53109,196.5166
2735.61801,10135.0848
507.04026,13457.154
358.31486,3608.24
162.19811,3230.7414
993.59714,1610.581
102.15063,1734.1649
83.78294,1837.7292
690.20292,9944.6574
761.5328,2002.3259
93.61212,6311.0742
564.64376,11392.5411
240.13204,617.6151
443.37872,5486.9331
227.75,4734.9247
257.99606,1759.4231
1638.7764,6124.1349
2014.86814,386.85
180.07439,4197.4898
1454.97047,7038.7211
235.71398,3176.4597
2483.78035,2215.4871
5043.11377,130.4012
1991.36615,1140.6076
7462.48822,3647.2664
3432.12565,2116.5173
1755.59394,4670.8972
157.1154,950.5629
362.86324,5987.2751
778.15614,16701.4633
74.69218,5315.5865
24.90852,139.679
34.59242,8104.7466
3822.08556,26789.3133
311.51576,9543.8033
727.12135,4805.015
165.25925,1543.5859
353.16349,5482.8235
233.63,1366.6293
0.0,5649.0831
8.9661,1069.8444
1659.76955,3776.7908
674.13423,5440.6398
225.50321,99.9908
88.44527,4424.9938
941.28018,1132.751
389.29243,1984.067
289.62922,8030.6256
647.59705,4351.9795
11616.92687,9314.6069
1805.30387,691.288
238.30614,9482.3279
5134.53503,659.9686
153.78249,1776.7049
327.93722,4026.3616
10.47375,536.6031
105.66672,1140.8951
253.78586,1499.008
239.06363,5589.1825
110.00448,103.9344
304.26444,8413.6003
1145.65254,7509.9063
759.24689,139.6192
500.88969,10115.6353
1055.32542,5149.2859
1243.11778,9926.1269
188.12279,4340.8094
3320.40646,726.3878
3574.8772,6091.8456
472.43123,1163.3369
305.58602,1427.554
101.60206,741.0464
716.88524,543.7934
665.52748,2622.2802
93.73238,2268.4234
72.69521,1959.4503
197.83736,1913.8202
1488.42384,9987.5558
124.03672,10894.0159
196.50833,7140.594
2213.32598,2909.7781
453.356,0.0
136.9913,2217.4939
100.66496,404.3809
993.40623,1390.9209
7.28696,203.2074
148.68857,4391.8396
226.15154,5900.298
51.65281,4113.6437
580.11212,3763.6539
58.78823,3686.3175
110.34334,1021.3065
1129.80594,10957.2957
4145.21211,3379.095
67.05725,18.4098
117.58695,8627.2946
64.42443,6136.5277
76.66121,216.9095
1136.36252,1118.4756
963.96251,4711.7977
61.51445,1034.2429
5087.37925,208.5356
123.07687,9726.706
360.53106,12.2945
303.21495,2185.3015
228.12776,1061.8344
941.8181,3256.2075
323.16425,2714.6458
56.46192,940.7582
167.14696,4781.8022
436.50569,408.9975
468.79534,625.9375
129.13588,2664.0506
204.78996,3543.1724
44.12557,1380.4735
0.0,796.3273
25.836,985.0536
97.23497,9315.3873
86.55265,5186.4588
198.88453,1910.68
166.60844,14642.5171
1196.19136,13615.6411
1683.45946,8770.1624
1572.25918,3447.7765
757.40802,8851.0035
805.62881,3464.1575
1756.92772,4333.8931
275.94254,2914.2444
278.38016,5172.9705
187.8152,2078.4024
143.12547,3218.8467
271.24228,699.7924
716.07606,12227.0793
278.64038,14429.5616
303.56848,8903.8944
498.56544,2330.13
84.17597,3406.5992
966.1852,1716.2742
1802.39274,5481.488
622.98475,5231.4766
81.76049,8469.6136
639.03517,10153.1988
185.85616,2551.3628
281.31864,13982.8233
96.68268,1091.2486
212.07958,3508.7684
155.85306,19569.0154
112.90647,5532.8355
23.32,7041.7216
1048.27248,0.0
210.61176,7911.7059
589.00505,29386.2802
133.19364,5197.2203
138.13051,4404.7554
2184.99618,6927.729
235.67718,80.715
607.61221,545.9663
1467.51361,5883.8347
155.63652,418.9729
1891.16134,3815.5154
478.99144,953.0761
594.68114,3358.5258
426.35151,23.8854
290.57073,8169.7851
111.20685,4687.8444
599.5778,1816.8794
358.62813,3895.844
110.63373,3798.1341
37.91395,1615.4042
370.10039,945.3992
270.73969,6694.6066
250.06156,3163.9396
397.83885,4711.6251
51.46822,77.5188
49.7704,71.5896
202.4242,6410.1665
452.85875,51.392
46.2675,6082.438
45.75379,309.8874
106.23481,6168.2348
640.95658,1590.6785
703.85084,4464.7456
673.17947,4428.3721
997.85994,5044.4739
734.36324,4567.7146
120.37764,6945.4785
677.78129,8299.8126
1705.84449,9775.6139
235.07121,7141.5018
52.94282,4124.9664
1797.70562,21822.1806
312.35092,237.4372
553.35288,7409.3896
284.80379,4169.1564
178.7067,7429.7421
84.60547,8674.2285
8518.38286,5405.2711
2780.75347,17324.6075
211.01073,6158.1593
796.06613,1215.3015
326.49418,3106.7812
1202.03141,4801.8937
830.04931,1068.4559
1728.34757,1495.5509
304.99527,8428.2914
98.46405,9894.7729
917.80314,3332.6004
105.72449,2866.1536
22.278,341.8516
110.49402,6639.1928
184.40464,4495.4163
300.05438,645.3001
11395.61857,9107.9023
1495.37608,10259.7778
149.84344,15468.1744
1325.14072,6970.9045
3118.33569,13267.6758
373.06807,169.7994
178.09279,141.414
135.86054,466.9243
79.85492,6280.6041
3852.07499,1728.1722
479.18343,4023.38
443.26625,5265.1503
244.74623,0.0
139.51484,8927.2331
6513.32973,952.121
556.26226,3578.2422
491.5908,3343.1062
61.38371,5616.1062
177.28748,30.895
595.36716,3766.2457
23.17192,5567.9517
325.66722,2485.1484
313.42689,2570.2326
795.90969,11875.7123
160.60877,4201.8378
0.0,6655.9187
579.36472,4835.4023
46.06562,0.0
340.35904,7484.73
1067.71284,3464.8803
1202.76463,2241.444
94.74488,16.0884
938.81632,6998.7999
942.09364,4348.482
1320.58834,10526.1814
36.94986,3142.2195
86.38182,3447.6145
53.51106,5415.755
5.48028,4573.0862
285.30962,6664.9359
543.16089,4670.2952
1001.3751,1819.7056
95.8281,3567.5336
577.39236,472.4794
571.56986,0.0
56.27826,9973.616
357.43105,188.194
189.43196,16663.4777
0.0,4265.8432
384.67772,7155.8239
1811.23056,10797.484
237.24221,3997.6209
47.0742,1464.4923
37.66595,5509.3539
397.0869,6213.2699
115.99293,499.9288
135.47508,535.5644
39.55072,957.8277
706.49139,5128.3303
61.66291,5055.5902
57.54008,6170.544
142.09477,3744.5934
1669.17122,8804.435
31.27531,76.956
67.31512,4178.2832
94.24303,342.2684
166.93906,6582.6541
129.28023,51.6757
79.2499,12.994
513.36831,15762.9546
20.7874,4528.5032
95.42988,3518.4228
172.84721,14.2715
10.66584,10.556
266.64054,17809.4464
307.41707,7452.4884
53.5532,17321.939
161.21639,5354.8221
1354.92027,4697.5865
204.43271,573.2728
78.35326,4238.5933
72.79214,3933.5889
124.27205,15960.5049
219.32041,2932.6254
125.02308,2188.4217
80.88243,1205.9368
253.62019,6749.6326
72.99423,658.0868
225.03043,310.4321
730.12375,5478.7158
893.83752,2128.0342
1578.49433,5075.7289
496.91478,6957.2621
1461.11115,13037.6624
641.32045,3065.8776
5868.03728,27867.0949
2152.85119,51269.9691
1592.92772,17864.781
325.91498,8329.1318
1816.27316,39089.5572
2062.56044,22967.5189
3528.64138,11340.8606
2830.48935,10342.9039
1285.17984,3406.2565
1199.97794,52626.4236
807.06232,8630.2939
239.71442,2988.304
816.38831,7208.8929
209.73114,1835.0203
626.18413,14907.0377
276.72157,17429.6362
287.49466,3768.6247
305.31808,26601.7092
2830.87079,52959.4558
12545.66113,59518.1834
16437.96843,58543.7427
7828.23457,33526.1444
6208.22338,8785.3713
8285.37646,13698.8795
9362.5666,6556.8381
20136.35851,11712.4978
7632.59164,11015.8773
4609.65032,9071.3681
1751.0875,17880.2554
3762.51773,59502.9246
3151.0486,26788.6178
1053.69786,51440.6263
3494.56623,52191.8381
439.91242,33037.7047
3615.74951,66572.2594
1652.00178,76700.6519
382.34071,15794.5542
517.49244,8645.9908
2908.5497,20591.7497
1711.59517,13514.5696
1102.36723,11877.9528
580.96124,4051.5815
1624.30994,15242.0036
1537.95189,3856.7736
370.90618,3008.11
641.07772,4322.2131
4315.22082,35472.1153
1375.65376,3086.7325
1733.86611,28340.9729
169.41819,4677.0029
1094.38218,10244.0296
1526.17744,8190.2702
1018.16989,6391.3294
1107.45035,106.6966
1532.0156,14185.9518
1824.10251,9152.3447
5791.64652,19736.0895
2403.59532,16745.8503
1743.15012,9820.3844
1227.42165,4161.7592
532.3385,9826.5892
2550.45604,8438.4158
407.38887,5635.7945
6851.67502,8223.0087
1395.25502,4708.0803
1191.33769,778.2872
912.33866,7956.3081
1447.20036,2407.2537
711.96943,3100.2861
1212.41837,25505.5314
1734.13757,179.0
1041.65662,7418.297
840.18036,8215.558
11428.67528,11019.4042
4862.93203,2419.5981
909.36395,6226.0065
1169.86759,4146.1268
1095.89629,144.9052
295.78702,2063.1328
455.7711,2249.2073
631.82618,9949.7721
994.02391,764.9634
1123.72738,8362.8447
499.50632,889.6335
304.26785,6348.9825
925.87112,18235.1488
90.32479,10622.6418
334.95853,3404.1615
77.67533,184.7237
316.79998,306.9979
118.66312,103.1387
320.65191,98.604
640.94436,2152.5433
77.39725,1138.5303
303.64662,8816.7983
932.54212,1420.4074
1296.21698,460.6755
643.07084,3482.1063
1038.6615,208.7675
1473.92397,2453.1067
1640.78005,201.851
1485.71131,5834.4377
219.06329,613.4834
780.16169,6890.4929
1074.15384,5437.3539
650.0905,8684.8868
1450.19017,12553.7777
3946.73063,12106.1339
373.73804,13060.468
255.68236,8258.9096
1707.59811,16803.0687
510.14241,5424.2978
266.50093,2304.6099
213.51813,1676.6865
506.59482,2711.8514
651.76924,1750.0558
714.3678,3075.6776
5144.27459,139.2252
1346.07235,282.2775
2796.52749,1225.0287
585.97496,2276.3854
1423.75365,6296.9823
3350.5513,13364.4142
1078.36042,49.86
2127.88876,5945.4956
1094.9446,14787.8875
1163.09297,500.0242
250.42705,6034.4891
1037.2819,1733.7336
1428.31516,3156.8534
592.80245,2233.2034
2133.05512,5417.2057
252.74095,1948.6456
43.46446,7.16
1875.9247,3017.1399
3992.79094,13411.1299
1030.53369,7412.2464
613.45105,10515.4434
1605.66343,5164.6242
4843.62568,27949.3535
261.82276,12622.2376
3238.14215,3072.4695
575.77905,3116.5594
1718.01462,10919.9284
639.10767,12946.111
2356.30965,15276.4127
3154.5179,2047.2584
156.59639,481.3987
826.46096,47.9176
733.8118,8999.1605
1056.56711,3547.9757
466.1724,2064.9237
218.77476,3227.3242
739.84949,6671.0548
1958.08983,519.4344
714.87504,7541.5848
379.2474,8868.8474
828.49105,994.0151
812.84232,240.2745
300.81071,3351.7959
647.10081,1633.5957
1008.66651,6287.5077
468.37272,7878.8711
383.88987,6776.3129
106.35271,1343.8177
215.73581,4038.3438
110.42362,3861.8475
212.99215,1474.5202
136.70643,4478.5975
110.59839,5332.0449
76.31076,3414.9845
23.11041,947.1747
209.66101,14142.5601
190.92632,17412.1428
344.30049,3531.1996
1853.45488,22976.4194
470.65533,16421.4543
973.0673,7891.2334
650.10395,12669.3588
1936.18623,14188.0119
162.17082,1937.528
711.56399,8561.7444
1699.49654,19537.8969
941.66396,14771.6413
379.70313,71518.7862
919.10207,23428.5375
163.00993,9431.462
248.56473,4057.6778
276.31941,4918.9347
3294.54315,6633.7523
819.27412,2607.3326
138.94822,9305.5012
0.0,4807.1482
317.08369,2618.5429
1008.37189,13291.0031
355.40498,12283.0798
6075.14325,5621.5131
1005.44914,27045.0268
367.92136,11988.2098
155.16389,11857.9143
1459.88525,5764.5755
1330.69663,26716.9043
3863.77164,1869.5644
2323.0132,7847.9916
679.54271,29319.6232
3227.83398,29394.2448
9534.01282,4757.743
536.49447,9477.688
257.82715,4748.8869
286.36576,4993.1582
1221.50461,4234.5775
573.53124,6409.1831
227.00613,12851.1569
353.53474,1704.1366
3992.06166,1560.2854
200.84428,4629.5001
86.3902,11823.192
2314.32791,4358.9548
471.00322,6935.2704
526.22768,6490.7918
373.01135,1888.987
831.01161,9342.6188
1403.07995,563.7886
